full_name,description,html_url,matched_list,matched_count,pushed_at,size,stargazers_count,language,forks_count,vul_ids
CU-Assignments/experiment-8-graphs-Exploitboy,experiment-8-graphs-Exploitboy created by GitHub Classroom,https://github.com/CU-Assignments/experiment-8-graphs-Exploitboy,['exploit'],1,2025-03-17T04:17:05+0000,0,0,,0,[]
rapid7/metasploit-framework,Metasploit Framework,https://github.com/rapid7/metasploit-framework,['metasploit module OR payload'],1,2025-03-10T01:28:44+0000,1095073,35004,Ruby,14199,[]
beefproject/beef,The Browser Exploitation Framework Project,https://github.com/beefproject/beef,['exploit'],1,2025-03-12T14:01:43+0000,24790,10088,JavaScript,2242,[]
buffer/thug,Python low-interaction honeyclient,https://github.com/buffer/thug,['shellcode'],1,2025-03-04T17:31:10+0000,46562,1006,Python,203,[]
Gallopsled/pwntools,CTF framework and exploit development library,https://github.com/Gallopsled/pwntools,"['exploit', 'shellcode']",2,2025-03-01T00:35:12+0000,27906,12376,Python,1740,[]
pratX/asga,Alphanumeric Shellcode Generator for ARM targets,https://github.com/pratX/asga,['shellcode'],1,2025-03-05T06:51:36+0000,376,7,C,3,[]
leebaird/discover,"Custom bash scripts used to automate various penetration testing tasks including recon, scanning,  enumeration, and malicious payload creation using Metasploit. For use with Kali Linux.",https://github.com/leebaird/discover,['metasploit module OR payload'],1,2025-03-12T14:09:00+0000,3493,3503,Shell,832,[]
babtou34/Common-Ground-World-Crypto-Bot-Crypto-Game-Auto-Farm-Clicker-Cheat-Api,Bot that automates farming and clicker activities in Common Ground World game. Includes crypto integration and API support. Features cheats to maximize profits and improve gameplay efficiency.,https://github.com/babtou34/Common-Ground-World-Crypto-Bot-Crypto-Game-Auto-Farm-Clicker-Cheat-Api,['exploit'],1,2025-03-17T05:27:01+0000,1494,0,C#,0,[]
Chocapikk/CVE-2023-30258,Command Injection vulnerability in MagnusSolution magnusbilling 6.x and 7.x allows remote attackers to run arbitrary commands via unauthenticated HTTP request. ,https://github.com/Chocapikk/CVE-2023-30258,"['command injection', 'cve-2 OR cve_2']",2,2025-03-16T23:52:21+0000,3,1,Shell,0,['CVE-2023-30258']
Dyrhyle/Seekers-of-Tokane-Cheat-Crypto-Bot-Auto-Farm-Clicker-Game-Api-Hack,Bot that automates farming and clicker activities in Seekers of Tokane game. Includes features for crypto integration and API support. Designed with cheats and hacks to optimize profits and improve gameplay efficiency.,https://github.com/Dyrhyle/Seekers-of-Tokane-Cheat-Crypto-Bot-Auto-Farm-Clicker-Game-Api-Hack,['exploit'],1,2025-03-17T05:27:02+0000,3122,0,C#,0,[]
Illan-Toureau/GestionAir,"Cette application en ligne de commande a été réalisée en C, elle visait à lire des fichiers contenant plusieurs informations sur une liste des vols et à les exploiter. Même si plusieurs fonctionnalités ne sont pas fonctionnelles, ce projet a été important ",https://github.com/Illan-Toureau/GestionAir,['exploit'],1,2025-03-16T22:20:15+0000,60,0,C,0,[]
schulz115/MultiArmedBanditVisualizer,Android App: Implementation of the ɛ-greedy-Algorithm to solve Exploration-Exploitation-Dilemma's 'Multi-Armed-Bandit' Problem,https://github.com/schulz115/MultiArmedBanditVisualizer,['exploit'],1,2025-03-16T22:37:41+0000,16972,0,Java,0,[]
JhonArl123/JJSploit-executor-best,"JJSploit Executor is changing Roblox scripting, offering advanced features and top support. With JJSploit Executor, users get a seamless experience. Best of all, JJSploit Executor is completely free!",https://github.com/JhonArl123/JJSploit-executor-best,['exploit'],1,2025-03-16T21:36:08+0000,6,0,,0,[]
Kuasera/Rust-Shell-Launcher,Rust shellcode launcher with aes decryption and remote fetch,https://github.com/Kuasera/Rust-Shell-Launcher,['shellcode'],1,2025-03-16T21:26:45+0000,16,0,Rust,0,[]
Akhileshzuari/hack-apex-1egend-2025,Apex Legends AI Hack Cheat Triggerbot Noclip silent aimbot esp wallhack wh exploit godmode fly FlickBot Legit SemiRage softaim 2025 inventory skin changer swapper hwid spoofer changer free macros norecoil speedhack undetected injector radar FPS Booster Unl,https://github.com/Akhileshzuari/hack-apex-1egend-2025,['exploit'],1,2025-03-16T20:07:00+0000,3,0,,0,[]
mejar84/fischtxt,Roblox Fisch Script 🚀 Roblox Fisch Script & Executor 🚀 Roblox Fisch Script Powerful Exploit,https://github.com/mejar84/fischtxt,['exploit'],1,2025-03-16T20:04:43+0000,3,0,,0,[]
linkert923/bloxlua,Roblox Blox Fruits Script 🚀 Roblox Blox Fruits Script & Executor 🚀 Roblox Blox Fruits Script Powerful Exploit,https://github.com/linkert923/bloxlua,['exploit'],1,2025-03-16T20:04:41+0000,3,0,,0,[]
shrewszekeplays/aascript,Roblox Anime Adventures Script 🚀 Roblox Anime Adventures Script & Executor 🚀 Roblox Anime Adventures Script Powerful Exploit,https://github.com/shrewszekeplays/aascript,['exploit'],1,2025-03-16T20:03:32+0000,3,0,,0,[]
credimrsnowman/RIVALS,Roblox RIVALS Script 🚀 Roblox RIVALS Script & Executor 🚀 Roblox RIVALS Script Powerful Exploit,https://github.com/credimrsnowman/RIVALS,['exploit'],1,2025-03-16T20:03:16+0000,3,0,,0,[]
fladvegas/petsim,Roblox Pet Simulator 99 Script 🚀 Roblox Pet Simulator 99 Script & Executor 🚀 Roblox Pet Simulator 99 Script Powerful Exploit,https://github.com/fladvegas/petsim,['exploit'],1,2025-03-16T20:03:11+0000,3,0,,0,[]
bladewood21house/Jujutsu,Roblox Jujutsu Infinite Script 🚀 Roblox Jujutsu Infinite Script & Executor 🚀 Roblox Jujutsu Infinite Script Powerful Exploit,https://github.com/bladewood21house/Jujutsu,['exploit'],1,2025-03-16T20:02:03+0000,3,0,,0,[]
amonracnewton48/Anime,Roblox Anime Vanguards Script 🚀 Roblox Anime Vanguards Script & Executor 🚀 Roblox Anime Vanguards Script Powerful Exploit,https://github.com/amonracnewton48/Anime,['exploit'],1,2025-03-16T20:00:34+0000,3,0,,0,[]
bowarcherhogcher/Blade,Roblox Blade Ball Script 🚀 Roblox Blade Ball Script & Executor 🚀 Roblox Blade Ball Script Powerful Exploit,https://github.com/bowarcherhogcher/Blade,['exploit'],1,2025-03-16T20:00:00+0000,3,0,,0,[]
isaudits/docker-msf,Docker implementation of Metasploit Framework based on Debian stable,https://github.com/isaudits/docker-msf,['metasploit module OR payload'],1,2025-03-06T21:14:40+0000,29,2,Dockerfile,2,[]
gentoo-mirror/zerodaysfordays,Jakob L. Kreuze's personal overlay.,https://github.com/gentoo-mirror/zerodaysfordays,['zeroday'],1,2025-03-08T17:04:24+0000,411,0,Shell,0,[]
billchaison/trophies,Highlights from vulnerabilities I've discovered and original exploits,https://github.com/billchaison/trophies,['exploit'],1,2025-03-05T17:59:24+0000,333,1,,1,[]
vulsio/go-exploitdb,"Tool for searching Exploits from Exploit Databases, etc.",https://github.com/vulsio/go-exploitdb,['exploit'],1,2025-03-17T02:57:11+0000,818,275,Go,53,[]
GENIE-MC/Generator,The popular GENIE Generator product is used by nearly all accelerator neutrino experiments and it plays a key role in the exploitation of neutrino data. The Generator implements a modern software framework and it includes state-of-the-art physics modules. ,https://github.com/GENIE-MC/Generator,['exploit'],1,2025-03-14T17:34:10+0000,335357,51,C++,95,[]
GrzechuG/ExploitDB-framework,None,https://github.com/GrzechuG/ExploitDB-framework,['exploit'],1,2025-03-05T21:20:23+0000,9,4,Python,0,[]
violentr/infosec_playground,Playing with security tools studying vulnerabilities writing exploits,https://github.com/violentr/infosec_playground,['exploit'],1,2025-03-03T13:08:10+0000,133,2,Python,1,[]
RhinoSecurityLabs/pacu,"The AWS exploitation framework, designed for testing the security of Amazon Web Services environments.",https://github.com/RhinoSecurityLabs/pacu,['exploit'],1,2025-03-05T15:28:15+0000,27249,4564,Python,723,[]
instructure/canvas-rce-api,None,https://github.com/instructure/canvas-rce-api,['rce'],1,2025-03-03T23:10:33+0000,1178,20,JavaScript,40,[]
xcube-dev/xcube,"xcube is a Python package for generating and exploiting data cubes powered by xarray, dask, and zarr.",https://github.com/xcube-dev/xcube,['exploit'],1,2025-03-07T13:52:40+0000,427236,206,Python,18,[]
cultureelerfgoed/sparql,In deze repositories worden openbare SPARQL queries verzameld die gebruikt worden op linked datasets van de RCE,https://github.com/cultureelerfgoed/sparql,['rce'],1,2025-03-04T02:23:21+0000,1004,1,Python,0,[]
malwaredllc/byob,"An open-source post-exploitation framework for students, researchers and developers.",https://github.com/malwaredllc/byob,['exploit'],1,2025-03-10T23:35:13+0000,39653,9113,Python,2138,[]
Tosainu/pwn.hs,Exploit development library for Haskell programmer,https://github.com/Tosainu/pwn.hs,['exploit'],1,2025-03-03T01:28:53+0000,103,12,Haskell,0,[]
hasherezade/pe-sieve,"Scans a given process. Recognizes and dumps a variety of potentially malicious implants (replaced/injected PEs, shellcodes, hooks, in-memory patches).",https://github.com/hasherezade/pe-sieve,['shellcode'],1,2025-03-16T16:00:19+0000,137556,3255,C++,446,[]
0xdea/exploits,"A handy collection of my public exploits, all in one place.",https://github.com/0xdea/exploits,['exploit'],1,2025-03-06T15:31:49+0000,450,604,C,114,[]
The-Art-of-Hacking/h4cker,"This repository is primarily maintained by Omar Santos (@santosomar) and includes thousands of resources related to ethical hacking, bug bounties, digital forensics and incident response (DFIR), artificial intelligence security, vulnerability research, exp",https://github.com/The-Art-of-Hacking/h4cker,['exploit'],1,2025-03-02T03:07:28+0000,104798,20054,Jupyter Notebook,3674,[]
TheWizWikii/TheWizWikii.github.io,"Exploits PS3, PS4 & PS5",https://github.com/TheWizWikii/TheWizWikii.github.io,['exploit'],1,2025-03-09T10:57:29+0000,831681,141,JavaScript,31,[]
psyrun/Microsoft.VulnerabilityExploitation,Reversing Binaries,https://github.com/psyrun/Microsoft.VulnerabilityExploitation,['exploit'],1,2025-03-09T12:33:48+0000,104419,0,Python,0,[]
luizpgt/AtomicBombProject,"Everything i pile into this repository is context-free or non-sense content. It's simultaneously a trash can and a gold mine, for my personal use and exploitation.",https://github.com/luizpgt/AtomicBombProject,['exploit'],1,2025-03-16T18:31:57+0000,49619,1,C,0,[]
vulsio/go-msfdb,CVEs <--> Metasploit-Framework modules,https://github.com/vulsio/go-msfdb,['metasploit module OR payload'],1,2025-03-17T02:51:48+0000,244,23,Go,9,[]
jm33-m0/emp3r0r,Linux/Windows post-exploitation framework made by linux user,https://github.com/jm33-m0/emp3r0r,['exploit'],1,2025-03-04T12:11:38+0000,151145,1502,Go,262,[]
ppepos/inf600c,Sécurité des logiciels et exploitation de vulnérabilités,https://github.com/ppepos/inf600c,['exploit'],1,2025-03-10T20:33:50+0000,26439,12,JavaScript,6,[]
nomi-sec/NVD-Exploit-List-Ja,🔍NVD exploit & JVN(Japan Vulnerability Notes) easy description,https://github.com/nomi-sec/NVD-Exploit-List-Ja,['exploit'],1,2025-03-08T00:45:24+0000,94960,83,,38,[]
nomi-sec/PoC-in-GitHub,📡 PoC auto collect from GitHub. ⚠️ Be careful Malware.,https://github.com/nomi-sec/PoC-in-GitHub,"['cve poc', 'exploit', 'vulnerability poc']",3,2025-03-03T00:31:55+0000,637666,6742,,1212,[]
